vA,aA,aA0,vB,aB,aB0,h0,cross,x1,x2
3.490916785,-0.416555652,10.21905538,5.47493379,-0.330577555,-1.313189346,1.878403578,0,2,1
1.171537451,0.0930942,1.807015156,4.270046838,0.083819173,-0.545581717,3.389882004,0,2,1
4.676686861,-0.249640237,1.583086014,6.474828183,0.496506183,-1.452666938,12.89201691,0,2,1
6.2706459,-0.249974125,0.922489874,6.196361836,0.570105844,-1.416952513,14.31707023,0,2,1
5.810309802,-0.83409077,1.497430773,5.5343744,0.502960523,-1.646969386,8.181741868,0,2,1
7.254309064,-0.333134236,-0.306762984,7.061911922,0.577626508,-1.535790199,18.62849967,0,2,1
7.084412467,-0.666246698,4.628856463,6.426484264,0.35084468,-2.644655874,4.969798789,0,2,1
5.761952794,-1.422207733,5.355511913,6.289197087,0.758062397,-3.22226394,1.7,0,2,1
5.310084745,-0.249443601,2.001985355,7.362404499,0.430582957,-1.828816038,13.3779109,0,2,1
6.404529647,-0.429485214,9.267618366,9.310735739,0.829726046,-2.887059627,9.39894675,0,2,1
5.589749547,-1.183543764,17.3755864,8.345352,0.671138978,-3.101190517,3.068093871,0,2,1
3.513644831,-1.244558206,0.135759301,8.092094908,0.512954847,-1.66946747,20.16434973,0,2,1
1.335402561,-0.422372443,1.16092908,8.926191797,0.350016674,-1.330770412,13.87909219,0,2,1
0.44,0,3.889682319,5.4886246,0,-0.272044848,3.380532502,0,2,1
0.50039984,0.083268051,0.684816844,5.477681991,-0.074453501,-0.295808016,15.06708333,0,2,1
0.830963296,-0.083235553,1.254951681,5.605515141,-0.156134209,-0.615236617,5.4558684,0,2,1
0.735527022,0.010753824,1.192025386,6.435060217,-0.766609465,-0.677402897,5.891706035,0,2,1
0.844037914,0.100968982,-0.02781855,7.396715487,0.101706766,-0.827500509,20.69885263,0,2,1
4.292283774,-0.668976056,1.756297297,5.375816217,0.159073223,-1.513703987,6.690747342,0,2,1
3.030066006,-1.581536081,4.295128103,5.315496214,-0.264878306,-1.438162791,2.523014071,0,2,1
1.266688596,-0.754590411,8.015001811,5.433985646,-1.033762997,-0.714438759,0.601664358,0,2,1
0.943663075,0.220762928,1.834912725,7.071421356,-0.66081013,-0.689024728,11.04009058,0,2,1
0.660984115,-0.288047702,0.791611641,5.16474588,-2.199583548,-0.420774506,8.685580004,0,2,2
5.310150657,-0.250545253,-0.423987916,3.077174028,0.654591068,-0.656195836,9.069426663,0,2,1
5.104919196,-0.166177668,3.080994954,8.563790049,-0.565905781,-2.251151333,13.27696125,0,2,1
4.955370824,-0.415361076,9.772934812,8.471989141,-0.005951234,-2.795612341,5.528996292,0,2,1
4.426341605,-0.581145186,13.15914922,8.400910665,0.173229176,-3.165714603,2.48501509,0,2,1
3.830992039,-0.338632124,1.059895093,7.531600096,0.178989557,-2.693088788,7.032865703,0,2,1
3.182263345,-0.672090514,0.289201018,7.540092838,0.0043654,-2.976046919,4.808513284,0,2,1
2.610019157,-0.748671599,-0.765362677,8.088930708,-0.241657888,-2.245977266,13.78158917,0,2,1
1.632482772,-0.499210581,-0.16241969,7.900588586,-0.249346031,-1.553781066,14.63289787,0,2,1
1.040768947,-0.166541117,0.017273077,8.37650285,0.086597402,-0.919274432,30.21751313,0,2,1
6.306766208,-0.100583564,16.45262844,7.972578002,-0.097855157,-3.074940342,3.253997541,0,2,1
7.573196155,-0.749679668,4.603682498,10.87972886,0.655923442,-3.742435521,14.09886875,0,2,1
7.06342693,-1.582543926,13.64412425,10.01811359,0.415503184,-4.44514096,5.487531321,0,2,1
5.464036969,-2.164985934,21.81583187,9.774456507,0.339167834,-4.518373187,1.829152809,0,2,1
3.493665697,-1.672402671,7.623871298,9.483190391,0.586932985,-3.226699753,4.51,0,2,1
2.060218435,-0.91763228,2.782213415,10.93117103,0.421061545,-2.38178362,11.27548225,0,2,1
1.130044247,-0.499979325,0.590920559,9.416140398,0.172739883,-1.192193261,20.15601647,0,2,1
0.511957029,-0.06230916,1.632226344,9.375425324,-0.498635323,-0.65397743,12.13422021,0,2,1
0.608276253,0.246757369,0.399907725,10.06344374,-0.99864799,-0.820001278,24.29588031,0,2,1
6.409024887,-0.503686399,1.995335256,5.531744752,0.332032421,-2.08759499,5.588148173,0,2,1
5.302122217,-1.335132961,4.864263518,5.257613527,0.083054687,-2.729709836,0.377359245,0,2,1
3.532039071,-1.329438207,-0.000548663,4.997369308,0.010254133,-1.985436465,3.367744052,0,2,1
2.543855342,-0.25823711,-0.569123148,6.143427382,-0.32270231,-1.793282124,8.648895883,0,2,1
2.373204585,-0.385806376,-0.845750446,6.354368576,0.165768045,-1.41349858,16.21338953,0,2,1
0.815843122,-0.537591433,0.088721331,6.800838184,-0.175556675,-0.763906311,15.24005249,0,2,1
9.831281707,-0.776938508,43.05816744,11.70779655,-0.228748385,-7.269202249,2.3,0,2,1
2.537794318,-0.165488796,2.963099619,7.048460825,1.085248863,-0.991181305,14.29945803,0,2,1
2.338054747,-0.413379087,2.409159779,4.765081321,-0.933123602,-0.689340763,7.991320291,0,2,1
1.79279112,-0.083202868,0.65097923,2.702535846,0.422791133,-0.481510825,2.42243679,0,2,1
1.45220522,-0.166410047,0.034628379,2.264972406,0.338217455,-0.342652241,4.620173157,0,2,1
1.112205017,-0.077498023,0.123689712,3.464173783,0.004209451,-0.453404122,7.187941291,0,2,1
0.827345152,-0.247697396,0.148830984,4.285090431,0.659779494,-0.466654201,8.998010891,0,2,1
0.43,0.000968861,0.33202154,4.980943686,0.510154574,-0.306028722,10.58295327,0,2,1
0.893588272,0.574670233,0.019277249,5.484031364,0.893208015,-0.630504959,14.35501654,0,2,1
8.199146297,-0.266094579,-1.347435347,6.246230863,0.083117137,-1.568073978,14.76414915,0,2,1
8.08144789,-0.528017363,1.771407887,5.642144982,-0.493314432,-3.274328915,2.959949324,0,2,1
7.852954858,-0.457692124,4.27296541,6.725749029,0.831410553,-3.267791067,4.480011161,0,2,1
0.640312424,0.083293298,0.349835432,2.917601755,0.579896329,-0.300252051,0.95131488,0,2,1
0.730273921,0.249909926,-0.066103835,2.724701819,0.25985662,-0.279357653,7.783090646,0,2,1
1.222006547,0.337754846,-0.261270638,2.907645095,0.094108899,-0.548637783,3.765979288,0,2,1
1.425938288,0.165982168,-0.289414247,2.788834882,0.164955641,-0.378585073,12.3029468,0,2,1
0.726911274,-0.399512216,-0.015666422,2.935370505,-0.322787707,-0.243024502,13.1918346,0,2,1
0.125299641,-0.112468683,0.127611028,2.692842364,-0.165242363,-0.044420752,14.19110285,0,2,1
0.273130006,0.18613107,0.102528949,3.041989481,0.412355505,-0.102323266,16.53538327,0,2,1
0.49244289,0.041252621,0.319077054,5.94697402,0.133291989,-0.343930089,20.5325522,0,2,1
0.244131112,-0.11594853,0.625879045,6.364353856,-0.104132165,-0.188631956,18.79691996,0,2,1
0.076157731,-0.075630764,0.752138276,6.389522674,0.012323438,-0.060155099,18.48773918,0,2,1
0.070710678,-0.055661965,0.818026412,6.520927848,-0.179527182,-0.056821875,18.15177402,0,2,1
0.02,0.019672331,0.818504406,6.526944155,-0.589998288,-0.016201484,18.58210968,0,2,1
0.510783712,0.372033763,0.6584298,6.560190546,-1.173382002,-0.380648357,17.77124081,0,2,1
6.337586291,-0.58668263,-0.759080131,4.996038431,0.255916845,-1.044127783,14.35012543,0,2,1
5.936143529,-1.16924015,2.23541998,4.075414089,0.749025157,-1.923241832,1.255388386,0,2,1
3.180565987,-1.583033677,0.584980177,4.240848972,0.730605967,-1.417565168,2.799571396,0,2,1
1.711052308,-0.252570207,-0.052900115,4.104741161,1.003118516,-0.806520923,7.021573898,0,2,1
1.240040322,-0.415602221,-0.170278469,4.596194078,1.243100692,-0.727865943,10.354062,0,2,1
0.2596151,-0.343431692,0.390758039,6.059768972,-0.052834934,-0.242147249,12.62284437,0,2,1
0.200997512,0.165914233,0.596740856,6.093143688,-0.353539352,-0.192181131,9.838134986,0,2,1
0.219317122,-0.1505917,0.552646507,6.036190852,-0.624158713,-0.210530971,9.472111697,0,2,1
0.041231056,0.073074531,0.578176261,5.665350828,-0.975973953,-0.03821079,9.311739902,0,2,1
0.412310563,0.586584774,0.270802901,5.066675439,-0.775374782,-0.331142927,8.266105492,0,2,1
1.028396811,0.181613736,-0.199756865,4.947019305,-0.863514473,-0.755059804,9.083044644,0,2,1
4.10670184,-0.165985528,1.982574345,6.035238189,0.766906152,-1.267894026,11.33646329,0,2,1
3.824264635,-0.339234227,8.315096294,5.678661814,0.269980268,-1.57936909,2.282651966,0,2,1
3.230758425,-0.334951762,2.702804158,5.785507756,0.25771549,-1.735742139,3.847206779,0,2,1
2.300782476,-0.830576008,0.36417732,5.926381695,0.527648302,-1.448633915,7.641629407,0,2,1
1.070560601,-0.317398674,0.413153283,6.201935182,0.652729596,-0.857709172,9.783383873,0,2,1
0.892692556,0.164348527,0.286869088,9.883815053,0.040544537,-1.219833692,18.27025178,0,2,1
4.74206706,-0.418880833,0.556698934,6.272136797,-0.014949197,-1.19688572,17.32023383,0,2,1
4.581844607,-0.666393505,4.861200982,6.039288038,-0.124132933,-1.657258988,5.75633564,0,2,1
3.310241683,-1.084168139,10.06494309,6.421907816,-0.262703468,-1.745999405,1.964611921,0,2,1
1.850675552,-0.916310915,11.79538989,9.328156302,-0.849078763,-1.627496178,4.292621577,0,2,1
3.290136775,-0.333319306,6.454028744,7.740232555,-1.083300229,-1.503731547,9.060209711,0,2,1
5.692003162,-0.490575363,0.037342056,3.862460356,-0.113794554,-1.001490633,8.132312094,0,2,1
3.945744543,-1.426430997,-0.108441616,2.926174978,-0.846996814,-0.87982053,3.988144932,0,2,2
1.724905795,-0.177922402,0.799153964,3.113149531,-0.998947776,-0.576605901,2.351042322,0,2,1
1.901630879,0.009418938,-0.099600646,3.133592188,-0.253604232,-0.762300539,2.998966489,0,2,1
1.48946299,-0.589132667,-0.254377974,3.645490365,-0.083207483,-0.692918334,7.02362442,0,2,1
0.341320963,-0.50506322,0.243811781,3.977247792,-0.075095067,-0.204503822,8.221544867,0,2,1
0.041231056,0.073074531,0.353101525,4.124875756,0.173205216,-0.026374686,9.943088052,0,2,1
0.592283716,0.098904857,0.06294767,4.800020833,0.421217866,-0.399563036,13.36811879,0,2,1
0.43324358,-0.157304945,0.313082328,9.700912328,-0.596085074,-0.617607266,23.76399167,0,2,1
0.313049517,-0.074261586,0.214886866,8.178441172,0.011563978,-0.380250851,25.20861956,0,2,1
0.202484567,0.142170139,0.710850227,8.218333164,0.156736085,-0.255682969,14.85215473,0,2,1
7.160342171,-0.584069137,2.85488065,6.234845628,0.570855741,-2.200504906,7.2624858,0,2,1
5.740871014,-1.663096062,20.12398765,7.865907449,-0.259915342,-3.717403967,0.690651866,0,2,1
3.692654871,-1.585345149,0.423813527,8.16272626,0.042303182,-2.348692642,12.48177071,0,2,1
1.260039682,-0.583313882,2.514279066,8.388426551,0.139537304,-1.324842543,6.874394519,0,2,1
5.570143625,-0.583848393,4.376972406,7.473539991,-0.418993768,-2.123657307,9.475974884,0,2,1
4.291165343,-1.747356409,6.292510005,8.101999753,-0.585003774,-2.32581856,7.170843744,0,2,1
6.856566196,-0.752905343,15.21435684,14.36066851,-0.089339775,-5.417258616,11.45223996,0,2,1
4.401636059,-1.922207913,3.71951647,11.58069514,-0.725916465,-3.949602582,11.5964348,0,2,1
2.014869723,-0.824906037,12.71661731,10.89566886,-1.077731633,-2.691968071,2.399270723,0,2,1
1.548289379,-0.497215445,4.955844301,10.74498953,-1.564230691,-2.14751067,5.66731859,0,2,1
1.224948979,-0.165982155,0.329330786,12.63522062,-1.086379652,-1.909956662,24.35685735,0,2,1
2.402019983,-0.082914585,3.8478874,7.020292017,0.263639979,-1.165359324,9.530083945,0,2,1
1.72185946,-0.170157449,4.602599533,6.632141434,0.021105291,-1.077397119,4.970120723,0,2,1
1.563873396,0.095829794,2.594034191,7.061019756,0.414263086,-1.183059701,6.663370018,0,2,1
1.591100248,-0.220231321,0.110295118,8.050490668,0.346701998,-1.338975172,18.25854868,0,2,1
0.75133215,-0.096124006,0.417738173,7.942197429,-0.13759449,-0.884812533,11.61261814,0,2,1
1.050761629,0.24982382,7.908534832,7.21734023,0.398985665,-0.624770934,5.555555778,0,2,1
1.491207564,0.582882128,23.46257814,9.933992148,-0.083131868,-1.311891821,2.62488095,0,2,1
2.151139233,0.166579214,1.884989211,8.000681221,0.60326087,-1.505760595,11.75124249,0,2,1
1.812760326,-0.083205737,2.167843374,8.455134535,0.090616416,-1.806620748,7.240006906,0,2,1
2.270792813,0.166608985,2.869547507,8.10138877,0.663701436,-1.015186869,18.34264158,0,2,1
2.310779089,0.166610956,17.03483548,9.794350412,-0.017358791,-1.436359867,6.844808252,0,2,1
2.490983741,0,11.63137154,8.384223279,0.431672212,-1.455777782,5.872052452,0,2,1
1.970913494,-0.1638124,23.97773859,8.624442011,0.32465012,-1.538178405,1.033924562,0,2,1
1.772286659,0,5.840154515,9.100467021,0.394238875,-0.936361002,15.24517301,0,2,1
1.801360597,0.166542162,13.37545475,8.929512865,0.399750657,-1.017390804,7.453596447,0,2,1
10.54814202,-0.76009417,-1.458728086,14.32088335,0.005498836,-3.72212044,28.53227821,0,2,1
3.112314251,-0.333082248,6.214618972,6.518443066,0.850084092,-1.21467703,6.972438598,0,2,1
2.383547776,-0.670162238,0.962473287,5.222422809,0.487779528,-0.751340007,13.64800718,0,2,1
0.830060239,-0.083327212,2.641126929,6.106660298,-0.68674423,-0.466124649,8.800664748,0,2,1
0.63007936,-0.166644986,3.665605603,4.387368232,0.075707369,-0.302529173,1.67725967,0,2,1
0.34,-0.166666667,2.272739743,4.72958772,-0.248958022,-0.182323791,4.568851059,0,2,1
0.121655251,0,3.113386235,4.896631495,0.157203422,-0.070058482,3.274950381,0,2,1
0.09486833,0,1.758574461,4.459820624,0.256783957,-0.050278745,5.295441436,0,2,1
0.02,0.019672331,2.784012094,4.53203045,0.837195656,-0.01090498,2.945929395,0,2,1
0.09,0.083333333,1.497651374,4.526599165,0.423257676,-0.048554966,6.468423301,0,2,1
0.171172428,0,2.39257996,4.808846015,0.576296872,-0.096198542,4.453369511,0,2,1
0.15132746,-0.082550861,4.468893535,5.775569236,0.16564377,-0.100284476,3.4,0,2,1
0.082462113,-0.080508447,1.574362889,5.487449316,0.288160803,-0.051136782,9.99,0,2,1
0.170293864,0.083197501,1.913907292,5.34296734,-0.054388158,-0.103142686,7.65800235,0,2,1
0.413037529,0,0.784453539,5.374476719,-0.121105743,-0.253452094,12.95401868,0,2,1
0.425793377,-0.012744237,0.923474712,4.795101667,-0.497349495,-0.265238642,7.086444807,0,2,1
0.301496269,0,0.834140665,6.282555213,-0.515867678,-0.260074703,11.34418353,0,2,1
4.917123143,0.14608195,30.81814094,9.783317433,1.077506566,-3.017833941,3.023325983,0,2,1
6.994833808,-0.416376655,1.746801554,6.858994095,-0.324156567,-2.297320276,9.682065895,0,2,2
4.135335537,-1.260560534,-0.050258359,7.598105027,-0.074514168,-3.151299502,6.81859223,0,2,1
2.621221089,-0.99001883,-0.863057156,7.433451419,0.518616721,-2.097066515,12.83298874,0,2,1
1.129690223,-0.833988715,-0.266099594,5.953637544,-0.075501522,-0.854896491,17.42074912,0,2,1
0.177200451,0.160569796,0.256613559,5.793384158,0.007551127,-0.170884409,12.55409495,0,2,1
6.078980178,-0.504999974,3.38027529,7.01923785,1.147232547,-2.229809922,8.589318949,0,2,1
5.167059125,-1.435098166,10.83261542,7.320607898,-0.257352099,-2.892948974,2.536631625,0,2,1
3.401778946,-1.496197478,4.834031398,7.663895876,0,-2.396853584,4.684794553,0,2,1
1.171537451,-1.153627723,0.702802183,5.816433615,-0.156203503,-0.707004605,11.76626534,0,2,1
0.060827625,0,2.985025922,5.957793216,0.340610857,-0.043628177,5.563892522,0,2,1
5.849829057,-0.33162195,5.242843089,7.086303691,0.747250922,-2.306525998,6.935272165,0,2,1
5.219061218,-0.920342103,9.036127866,6.50628158,0.160440673,-2.723063826,1.785077029,0,2,1
4.068734447,-0.84535983,0.017322382,5.677076713,-0.415402209,-1.919152715,7.16525645,0,2,1
2.8002857,-0.496907034,-0.489138558,6.661921645,-0.497771781,-2.146718747,7.83536853,0,2,1
2.010696397,-0.625044214,-0.555424385,7.391244821,0.153818977,-1.731594063,13.85428814,0,2,1
6.016518927,0.021117955,0.672030079,7.278420158,0.665903803,-1.922927267,14.55407847,0,2,1
7.314478792,-0.176618414,1.196504696,7.732528694,1.262442688,-2.50873198,12.29156621,0,2,1
7.157611333,-0.427301097,2.43828838,6.28239604,0.58127669,-3.008453539,4.534710575,0,2,1
6.390125194,-1.250976513,-1.845210289,6.487780822,1.086529797,-0.834074906,18.85147209,0,2,1
3.000066666,-0.916645522,-1.268481583,6.576473219,0.743646215,-1.431512394,17.25005797,0,2,1
1.541590088,-0.66594141,-0.263848221,6.569056249,0.096010279,-1.088355504,18.04674486,0,2,1
0.734370479,-0.257326544,0.371045328,6.849262734,0.238335885,-0.589787993,18.8107044,0,2,1
6.013002578,-0.335746886,19.02381997,8.117320987,0.327261993,-3.093422784,2.757571395,0,2,1
4.611312178,-1.078553449,1.552058287,7.273761063,0.225392596,-2.653285879,7.186723871,0,2,1
2.835912552,-0.994141751,-0.375560917,6.582172894,-0.165849543,-1.940707068,9.333364881,0,2,1
1.335402561,-0.505397355,-0.091722024,7.020156693,-0.015196316,-1.330841145,9.644573604,0,2,1
0.977394496,0.010650623,-0.190764223,7.561190382,0.495985383,-1.043731996,17.7013926,0,2,1
2.139369066,0.082970081,13.43412359,7.29210532,0.098086361,-1.030715354,4.306669247,0,2,1
2.253197728,-0.004253696,9.672221548,6.292360447,0.090111303,-1.16968109,2.38302329,0,2,1
2.130023474,-0.166664812,5.115184242,5.916384031,0.089359912,-1.197835484,2.976995129,0,2,1
1.770254219,-0.24996348,1.771515886,5.344988307,-0.332391569,-1.027140061,4.486423966,0,2,1
1.611521021,0,0.968116291,5.819364226,-0.49918705,-1.15849344,5.350448579,0,2,1
1.542076522,-0.166439291,-0.136506201,6.899623178,-0.083095982,-1.220350745,15.09471762,0,2,1
2.380189068,-0.083326686,5.181987495,7.544653736,1.086422447,-0.996324369,12.11119317,0,2,1
2.310086578,-0.083330197,7.516670234,5.55906467,0.664412732,-0.827565981,4.234678264,0,2,1
2.101523257,-0.079886296,5.632275763,5.56166342,0.332639283,-0.871604718,4.333185895,0,2,1
2.101166343,-0.002578123,8.303247481,6.587510911,-0.255369009,-1.192634505,3.081314654,0,2,1
4.18345551,-0.333055345,2.911403797,6.378087488,0.243116816,-1.39952433,10.26818874,0,2,1
5.350037383,-0.499602646,2.678012505,6.390148668,0.671609792,-1.715682094,9.455379421,0,2,1
4.290745856,-1.416410251,5.406423035,6.608751773,0.83653158,-1.967590317,5.099666656,0,2,1
2.853436525,-1.16518915,4.833661132,6.134533397,0.837472292,-1.482190305,3.993707551,0,2,1
1.121115516,-0.669554745,2.235503529,5.646848679,0.431084096,-0.635962486,6.615716137,0,2,1
0.255538647,-0.026250479,2.56293181,6.745250181,0.413891978,-0.191776232,9.117740948,0,2,1
6.670007496,-0.416477374,3.223829029,6.744368021,-1.326374257,-2.354185189,7.626899763,0,2,2
5.873406167,-1.076597384,4.610879585,6.114441921,-0.99759084,-2.890624859,2.51007968,0,2,2
4.60851386,-1.003208952,1.212931935,6.698753615,-1.426000394,-3.229648777,3.395202498,0,2,1
3.400720512,-1.073924017,-1.207253468,6.761597444,-0.657715191,-1.767572313,15.21699708,0,2,1
0.967987603,-0.761219046,-0.230348234,4.685381521,-0.725102043,-0.658733788,11.16630646,0,2,1
0.276586334,0.065357661,0.075864327,5.71210119,0.227698906,-0.25545986,18.01426657,0,2,1
0.487647414,-0.080255646,0.159862491,7.06153666,-0.234362902,-0.53069516,15.52459017,0,2,1
0.380788655,0,0.218176511,6.998492695,-0.260399186,-0.401997934,17.83222364,0,2,1
0.51894123,0.075616012,0.311654877,7.84489643,-0.506483191,-0.58394854,17.80127243,0,2,1
0.442831797,-0.149824007,0.297245153,7.652300308,0.037940265,-0.462404731,21.86921352,0,2,1
4.150590319,-0.251278745,0.325167507,4.306796954,-0.415022574,-0.781210104,12.42972647,0,2,2
3.581396376,-0.661165309,0.942925414,4.200023809,-0.67080948,-0.934733538,7.182652713,0,2,1
2.756555822,-0.509911897,4.452045644,5.12141582,-0.434300546,-1.237199761,2.485839898,0,2,1
1.527416119,-0.809470216,1.886786197,4.341658669,0.131527007,-0.728419575,2.766839352,0,2,1
0.480936586,-0.173565862,1.506547783,5.604578485,-0.303042729,-0.323109553,7.715568676,0,2,1
0.78847955,0.102771153,1.881512413,6.145933615,-0.794212904,-0.631982236,5.14003891,0,2,1
0.841546196,0,0.562019959,6.260047923,-0.795597507,-0.719149071,9.081657338,0,2,1
0.830060239,-0.108269251,0.19513008,6.754790892,-1.088713871,-0.876524922,8.310475317,0,2,1
0.515460959,-0.184209195,0.026225247,7.582400675,-0.206516689,-0.652515211,13.91816439,0,2,1
